0,100,0,0,100
0,50,25,25,100
0,31.25,31.25,43.75,100
0,23.4375,34.375,54.6875,100
0,20.3125,36.7188,60.9375,100
0,19.3359,38.6719,64.6484,100
0,19.3359,40.332,66.9922,100
0,19.751,41.748,68.5791,100
0,20.3125,42.9565,69.7266,100
0,20.8954,43.988,70.6024,100
0,21.4447,44.8685,71.2982,100
0,21.9395,45.62,71.8662,100
0,22.3747,46.2614,72.3381,100
0,22.7527,46.8089,72.7344,100
0,23.0786,47.2762,73.0694,100
0,23.3584,47.6751,73.3538,100
0,23.598,48.0156,73.5957,100
0,23.8029,48.3062,73.8017,100
0,23.978,48.5543,73.9774,100
0,24.1276,48.766,74.1273,100
0,24.2553,48.9467,74.2551,100
0,24.3643,49.1009,74.3642,100
0,24.4574,49.2326,74.4574,100
0,24.5368,49.345,74.5368,100
0,24.6047,49.4409,74.6047,100
